File,MUESTRA_2_12_19.csv,
Date/Time,23-03-18/07:17,

Center Wavelength,1545.1,nm
Span Wavelength,90,nm
Start Wavelength,1500.1,nm
Stop Wavelength,1590.1,nm
Value In Air/Vacuum,Vacuum,
Optical Attenuater,Off,
Resolution,0.1,nm
Actual Resolution,0.093,nm
VBW,2000,Hz
Point Average,Off,
Sweep Average,1,
Smooth,Off,
Sampling Points,2001,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,

Trace,A
Start,1500.1,nm
Stop,1590.1,nm
1500.100000,4.8340E-008
1500.145000,-3.4380E-008
1500.190000,2.3840E-008
1500.235000,2.5970E-008
1500.280000,3.4020E-008
1500.325000,1.5360E-008
1500.370000,-2.5850E-009
1500.415000,3.1640E-008
1500.460000,1.3420E-008
1500.505000,4.5310E-008
1500.550000,9.1440E-009
1500.595000,5.6950E-009
1500.640000,1.8700E-008
1500.685000,3.2310E-008
1500.730000,2.1290E-010
1500.775000,-1.6140E-008
1500.820000,-2.3630E-009
1500.865000,-4.5570E-009
1500.910000,-7.6240E-009
1500.955000,-4.0990E-009
1501.000000,7.8800E-010
1501.045000,4.3560E-008
1501.090000,-4.9530E-008
1501.135000,-2.2410E-008
1501.180000,-2.5860E-008
1501.225000,3.4890E-008
1501.270000,1.2400E-008
1501.315000,-5.3140E-008
1501.360000,-4.4730E-009
1501.405000,1.8330E-008
1501.450000,-4.1640E-009
1501.495000,-2.6110E-008
1501.540000,-1.7080E-008
1501.585000,4.4460E-008
1501.630000,-3.2230E-008
1501.675000,1.8640E-009
1501.720000,-7.0760E-009
1501.765000,2.6240E-008
1501.810000,3.7620E-009
1501.855000,4.5160E-008
1501.900000,-1.5180E-008
1501.945000,4.6560E-008
1501.990000,8.2280E-009
1502.035000,1.5720E-008
1502.080000,6.1720E-009
1502.125000,3.6450E-009
1502.170000,6.4600E-009
1502.215000,6.3940E-008
1502.260000,3.9720E-008
1502.305000,1.6960E-008
1502.350000,-2.3590E-008
1502.395000,3.0030E-008
1502.440000,4.4070E-008
1502.485000,-2.1610E-008
1502.530000,4.0510E-008
1502.575000,1.1300E-009
1502.620000,1.7920E-008
1502.665000,1.0440E-008
1502.710000,3.1190E-008
1502.755000,3.0500E-008
1502.800000,-5.6530E-010
1502.845000,4.6770E-008
1502.890000,1.2050E-008
1502.935000,3.4700E-008
1502.980000,1.9260E-008
1503.025000,5.8690E-008
1503.070000,1.8630E-008
1503.115000,-1.1830E-008
1503.160000,-8.8020E-009
1503.205000,9.2410E-009
1503.250000,4.0260E-008
1503.295000,4.9120E-008
1503.340000,3.1490E-008
1503.385000,-1.7920E-008
1503.430000,3.7890E-009
1503.475000,1.9740E-008
1503.520000,3.4960E-008
1503.565000,4.4390E-008
1503.610000,5.6540E-008
1503.655000,-1.9320E-008
1503.700000,4.2680E-008
1503.745000,3.5000E-008
1503.790000,2.2830E-008
1503.835000,1.6970E-009
1503.880000,3.7220E-008
1503.925000,2.2660E-008
1503.970000,5.5130E-008
1504.015000,-3.7740E-008
1504.060000,-1.9000E-009
1504.105000,-2.4730E-008
1504.150000,-3.9500E-008
1504.195000,-5.8090E-009
1504.240000,-3.6030E-008
1504.285000,-2.7860E-008
1504.330000,-1.9540E-009
1504.375000,-1.0440E-008
1504.420000,8.7070E-009
1504.465000,-1.8780E-008
1504.510000,-8.9090E-009
1504.555000,1.3440E-008
1504.600000,4.0760E-008
1504.645000,4.5730E-009
1504.690000,3.2060E-010
1504.735000,2.0320E-008
1504.780000,7.8520E-008
1504.825000,3.4690E-008
1504.870000,8.2610E-009
1504.915000,-2.3370E-008
1504.960000,-1.3630E-008
1505.005000,4.9240E-008
1505.050000,7.6950E-008
1505.095000,3.4540E-008
1505.140000,7.3320E-008
1505.185000,-3.2600E-008
1505.230000,1.6220E-008
1505.275000,6.2510E-008
1505.320000,-1.7850E-008
1505.365000,1.2830E-008
1505.410000,2.2500E-008
1505.455000,1.6120E-008
1505.500000,3.3650E-008
1505.545000,-3.4460E-008
1505.590000,2.0360E-008
1505.635000,7.7440E-009
1505.680000,5.2230E-008
1505.725000,-2.7670E-008
1505.770000,-3.7990E-008
1505.815000,-2.8790E-008
1505.860000,3.3060E-009
1505.905000,3.4840E-008
1505.950000,-1.3660E-008
1505.995000,-1.0770E-008
1506.040000,2.0060E-008
1506.085000,-9.0980E-010
1506.130000,-3.4390E-008
1506.175000,3.2560E-008
1506.220000,-9.4310E-009
1506.265000,-6.5730E-009
1506.310000,3.0320E-008
1506.355000,-3.1900E-009
1506.400000,3.7380E-008
1506.445000,-3.3300E-009
1506.490000,3.3090E-008
1506.535000,2.3030E-008
1506.580000,-6.8330E-009
1506.625000,2.0130E-008
1506.670000,-4.3590E-009
1506.715000,7.7340E-009
1506.760000,-1.8200E-009
1506.805000,5.5540E-008
1506.850000,7.9060E-008
1506.895000,-1.0410E-008
1506.940000,6.2440E-008
1506.985000,-1.2690E-008
1507.030000,4.5540E-009
1507.075000,3.0020E-008
1507.120000,7.6100E-010
1507.165000,4.1150E-009
1507.210000,-2.7010E-008
1507.255000,5.3430E-008
1507.300000,3.0250E-008
1507.345000,4.5160E-008
1507.390000,-3.3130E-009
1507.435000,-3.4800E-008
1507.480000,2.5620E-009
1507.525000,-3.6340E-009
1507.570000,4.1810E-010
1507.615000,1.5220E-009
1507.660000,4.7870E-008
1507.705000,2.9490E-008
1507.750000,1.0910E-008
1507.795000,6.1360E-008
1507.840000,-3.2780E-008
1507.885000,1.7830E-008
1507.930000,2.4240E-008
1507.975000,5.7350E-008
1508.020000,8.1120E-009
1508.065000,1.2760E-008
1508.110000,1.8010E-008
1508.155000,3.0010E-008
1508.200000,-6.9880E-009
1508.245000,6.2850E-008
1508.290000,-8.6960E-010
1508.335000,6.1390E-008
1508.380000,2.7910E-009
1508.425000,-1.8750E-008
1508.470000,-3.7900E-009
1508.515000,4.1820E-008
1508.560000,-2.2070E-008
1508.605000,4.5210E-009
1508.650000,2.9980E-008
1508.695000,2.8660E-008
1508.740000,1.7210E-008
1508.785000,1.9510E-008
1508.830000,5.0000E-008
1508.875000,3.1300E-008
1508.920000,1.7320E-008
1508.965000,4.4160E-009
1509.010000,3.0760E-008
1509.055000,-5.7600E-009
1509.100000,-2.2760E-008
1509.145000,2.1830E-008
1509.190000,-6.4500E-011
1509.235000,4.2430E-008
1509.280000,-7.8900E-009
1509.325000,5.2100E-008
1509.370000,-4.9240E-009
1509.415000,-2.8780E-008
1509.460000,1.1780E-008
1509.505000,5.0000E-009
1509.550000,4.8990E-008
1509.595000,1.7500E-008
1509.640000,3.5930E-008
1509.685000,3.8070E-008
1509.730000,-5.5500E-009
1509.775000,2.4060E-008
1509.820000,-9.5420E-009
1509.865000,-5.6580E-008
1509.910000,2.6800E-008
1509.955000,3.9310E-008
1510.000000,-2.3670E-009
1510.045000,-1.3190E-008
1510.090000,2.1280E-008
1510.135000,2.7290E-008
1510.180000,1.1520E-008
1510.225000,2.5630E-008
1510.270000,9.8270E-009
1510.315000,-2.0060E-008
1510.360000,-4.8810E-008
1510.405000,6.0930E-009
1510.450000,1.1360E-008
1510.495000,1.1730E-009
1510.540000,-1.8340E-008
1510.585000,-1.8090E-008
